nohup: ignoring input
experiment: HUVEC pseknc-new_rf
trainSet len:[X=54800,y=54800]
testSet len:[X=3192,y=3192]
第一次
{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': 5, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}
Fitting, totalling 34 fits
[fit 1/34] END n_estimators=10; total=3192, TP=58, TN=2996, FP=44, FN=94; precision=0.569, recall=0.382
accuracy: (test=0.963) average_precision: (test=0.569) balanced_accuracy: (test=0.721) f1: (test=0.539) roc_auc: (test=0.890) 1.42min
[fit 22/90] END min_samples_leaf=3, min_samples_split=5; total=3192, TP=69, TN=3008, FP=32, FN=83; precision=0.683, recall=0.454
accuracy: (test=0.964) average_precision: (test=0.563) balanced_accuracy: (test=0.722) f1: (test=0.545) roc_auc: (test=0.895) 1.43min
[fit 23/90] END min_samples_leaf=3, min_samples_split=6; total=3192, TP=67, TN=3010, FP=30, FN=85; precision=0.691, recall=0.441
accuracy: (test=0.964) average_precision: (test=0.548) balanced_accuracy: (test=0.715) f1: (test=0.538) roc_auc: (test=0.884) 1.41min
[fit 24/90] END min_samples_leaf=3, min_samples_split=7; total=3192, TP=67, TN=3010, FP=30, FN=85; precision=0.691, recall=0.441
accuracy: (test=0.964) average_precision: (test=0.559) balanced_accuracy: (test=0.715) f1: (test=0.538) roc_auc: (test=0.886) 1.41min
[fit 25/90] END min_samples_leaf=3, min_samples_split=8; total=3192, TP=69, TN=3010, FP=30, FN=83; precision=0.697, recall=0.454
accuracy: (test=0.965) average_precision: (test=0.559) balanced_accuracy: (test=0.722) f1: (test=0.550) roc_auc: (test=0.882) 1.41min
[fit 26/90] END min_samples_leaf=3, min_samples_split=9; total=3192, TP=71, TN=3010, FP=30, FN=81; precision=0.703, recall=0.467
accuracy: (test=0.965) average_precision: (test=0.563) balanced_accuracy: (test=0.729) f1: (test=0.561) roc_auc: (test=0.879) 1.41min
[fit 27/90] END min_samples_leaf=3, min_samples_split=10; total=3192, TP=70, TN=3007, FP=33, FN=82; precision=0.680, recall=0.461
accuracy: (test=0.964) average_precision: (test=0.557) balanced_accuracy: (test=0.725) f1: (test=0.549) roc_auc: (test=0.886) 1.40min
[fit 28/90] END min_samples_leaf=4, min_samples_split=2; total=3192, TP=69, TN=3004, FP=36, FN=83; precision=0.657, recall=0.454
accuracy: (test=0.963) average_precision: (test=0.549) balanced_accuracy: (test=0.721) f1: (test=0.537) roc_auc: (test=0.889) 1.37min
[fit 29/90] END min_samples_leaf=4, min_samples_split=3; total=3192, TP=71, TN=3007, FP=33, FN=81; precision=0.683, recall=0.467
accuracy: (test=0.964) average_precision: (test=0.549) balanced_accuracy: (test=0.728) f1: (test=0.555) roc_auc: (test=0.881) 1.38min
[fit 30/90] END min_samples_leaf=4, min_samples_split=4; total=3192, TP=69, TN=3011, FP=29, FN=83; precision=0.704, recall=0.454
accuracy: (test=0.965) average_precision: (test=0.552) balanced_accuracy: (test=0.722) f1: (test=0.552) roc_auc: (test=0.889) 1.39min
[fit 31/90] END min_samples_leaf=4, min_samples_split=5; total=3192, TP=72, TN=3009, FP=31, FN=80; precision=0.699, recall=0.474
accuracy: (test=0.965) average_precision: (test=0.555) balanced_accuracy: (test=0.732) f1: (test=0.565) roc_auc: (test=0.890) 1.38min
[fit 32/90] END min_samples_leaf=4, min_samples_split=6; total=3192, TP=68, TN=3010, FP=30, FN=84; precision=0.694, recall=0.447
accuracy: (test=0.964) average_precision: (test=0.556) balanced_accuracy: (test=0.719) f1: (test=0.544) roc_auc: (test=0.890) 1.38min
[fit 33/90] END min_samples_leaf=4, min_samples_split=7; total=3192, TP=73, TN=3008, FP=32, FN=79; precision=0.695, recall=0.480
accuracy: (test=0.965) average_precision: (test=0.565) balanced_accuracy: (test=0.735) f1: (test=0.568) roc_auc: (test=0.888) 1.38min
[fit 34/90] END min_samples_leaf=4, min_samples_split=8; total=3192, TP=69, TN=3008, FP=32, FN=83; precision=0.683, recall=0.454
accuracy: (test=0.964) average_precision: (test=0.546) balanced_accuracy: (test=0.722) f1: (test=0.545) roc_auc: (test=0.884) 1.38min
[fit 35/90] END min_samples_leaf=4, min_samples_split=9; total=3192, TP=69, TN=3008, FP=32, FN=83; precision=0.683, recall=0.454
accuracy: (test=0.964) average_precision: (test=0.553) balanced_accuracy: (test=0.722) f1: (test=0.545) roc_auc: (test=0.886) 1.38min
[fit 36/90] END min_samples_leaf=4, min_samples_split=10; total=3192, TP=71, TN=3007, FP=33, FN=81; precision=0.683, recall=0.467
accuracy: (test=0.964) average_precision: (test=0.558) balanced_accuracy: (test=0.728) f1: (test=0.555) roc_auc: (test=0.891) 1.39min
[fit 37/90] END min_samples_leaf=5, min_samples_split=2; total=3192, TP=71, TN=3006, FP=34, FN=81; precision=0.676, recall=0.467
accuracy: (test=0.964) average_precision: (test=0.548) balanced_accuracy: (test=0.728) f1: (test=0.553) roc_auc: (test=0.893) 1.35min
[fit 38/90] END min_samples_leaf=5, min_samples_split=3; total=3192, TP=72, TN=3005, FP=35, FN=80; precision=0.673, recall=0.474
accuracy: (test=0.964) average_precision: (test=0.551) balanced_accuracy: (test=0.731) f1: (test=0.556) roc_auc: (test=0.883) 1.34min
[fit 39/90] END min_samples_leaf=5, min_samples_split=4; total=3192, TP=68, TN=3006, FP=34, FN=84; precision=0.667, recall=0.447
accuracy: (test=0.963) average_precision: (test=0.549) balanced_accuracy: (test=0.718) f1: (test=0.535) roc_auc: (test=0.889) 1.34min
[fit 40/90] END min_samples_leaf=5, min_samples_split=5; total=3192, TP=67, TN=3007, FP=33, FN=85; precision=0.670, recall=0.441
accuracy: (test=0.963) average_precision: (test=0.552) balanced_accuracy: (test=0.715) f1: (test=0.532) roc_auc: (test=0.887) 1.35min
[fit 41/90] END min_samples_leaf=5, min_samples_split=6; total=3192, TP=70, TN=3003, FP=37, FN=82; precision=0.654, recall=0.461
accuracy: (test=0.963) average_precision: (test=0.549) balanced_accuracy: (test=0.724) f1: (test=0.541) roc_auc: (test=0.883) 1.37min
[fit 42/90] END min_samples_leaf=5, min_samples_split=7; total=3192, TP=72, TN=3007, FP=33, FN=80; precision=0.686, recall=0.474
accuracy: (test=0.965) average_precision: (test=0.551) balanced_accuracy: (test=0.731) f1: (test=0.560) roc_auc: (test=0.892) 1.37min
[fit 43/90] END min_samples_leaf=5, min_samples_split=8; total=3192, TP=69, TN=3004, FP=36, FN=83; precision=0.657, recall=0.454
accuracy: (test=0.963) average_precision: (test=0.547) balanced_accuracy: (test=0.721) f1: (test=0.537) roc_auc: (test=0.891) 1.36min
[fit 44/90] END min_samples_leaf=5, min_samples_split=9; total=3192, TP=70, TN=3006, FP=34, FN=82; precision=0.673, recall=0.461
accuracy: (test=0.964) average_precision: (test=0.546) balanced_accuracy: (test=0.725) f1: (test=0.547) roc_auc: (test=0.883) 1.36min
[fit 45/90] END min_samples_leaf=5, min_samples_split=10; total=3192, TP=69, TN=3005, FP=35, FN=83; precision=0.663, recall=0.454
accuracy: (test=0.963) average_precision: (test=0.553) balanced_accuracy: (test=0.721) f1: (test=0.539) roc_auc: (test=0.881) 1.35min
[fit 46/90] END min_samples_leaf=6, min_samples_split=2; total=3192, TP=72, TN=3005, FP=35, FN=80; precision=0.673, recall=0.474
accuracy: (test=0.964) average_precision: (test=0.543) balanced_accuracy: (test=0.731) f1: (test=0.556) roc_auc: (test=0.880) 1.33min
[fit 47/90] END min_samples_leaf=6, min_samples_split=3; total=3192, TP=73, TN=3006, FP=34, FN=79; precision=0.682, recall=0.480
accuracy: (test=0.965) average_precision: (test=0.543) balanced_accuracy: (test=0.735) f1: (test=0.564) roc_auc: (test=0.883) 1.33min
[fit 48/90] END min_samples_leaf=6, min_samples_split=4; total=3192, TP=72, TN=3002, FP=38, FN=80; precision=0.655, recall=0.474
accuracy: (test=0.963) average_precision: (test=0.541) balanced_accuracy: (test=0.731) f1: (test=0.550) roc_auc: (test=0.885) 1.33min
[fit 49/90] END min_samples_leaf=6, min_samples_split=5; total=3192, TP=73, TN=3004, FP=36, FN=79; precision=0.670, recall=0.480
accuracy: (test=0.964) average_precision: (test=0.540) balanced_accuracy: (test=0.734) f1: (test=0.559) roc_auc: (test=0.879) 1.33min
[fit 50/90] END min_samples_leaf=6, min_samples_split=6; total=3192, TP=71, TN=3002, FP=38, FN=81; precision=0.651, recall=0.467
accuracy: (test=0.963) average_precision: (test=0.537) balanced_accuracy: (test=0.727) f1: (test=0.544) roc_auc: (test=0.883) 1.34min
[fit 51/90] END min_samples_leaf=6, min_samples_split=7; total=3192, TP=70, TN=3003, FP=37, FN=82; precision=0.654, recall=0.461
accuracy: (test=0.963) average_precision: (test=0.543) balanced_accuracy: (test=0.724) f1: (test=0.541) roc_auc: (test=0.885) 1.32min
[fit 52/90] END min_samples_leaf=6, min_samples_split=8; total=3192, TP=76, TN=3005, FP=35, FN=76; precision=0.685, recall=0.500
accuracy: (test=0.965) average_precision: (test=0.542) balanced_accuracy: (test=0.744) f1: (test=0.578) roc_auc: (test=0.877) 1.34min
[fit 53/90] END min_samples_leaf=6, min_samples_split=9; total=3192, TP=70, TN=3006, FP=34, FN=82; precision=0.673, recall=0.461
accuracy: (test=0.964) average_precision: (test=0.537) balanced_accuracy: (test=0.725) f1: (test=0.547) roc_auc: (test=0.882) 1.33min
[fit 54/90] END min_samples_leaf=6, min_samples_split=10; total=3192, TP=70, TN=3000, FP=40, FN=82; precision=0.636, recall=0.461
accuracy: (test=0.962) average_precision: (test=0.545) balanced_accuracy: (test=0.724) f1: (test=0.534) roc_auc: (test=0.884) 1.33min
[fit 55/90] END min_samples_leaf=7, min_samples_split=2; total=3192, TP=71, TN=3001, FP=39, FN=81; precision=0.645, recall=0.467
accuracy: (test=0.962) average_precision: (test=0.540) balanced_accuracy: (test=0.727) f1: (test=0.542) roc_auc: (test=0.882) 1.31min
[fit 56/90] END min_samples_leaf=7, min_samples_split=3; total=3192, TP=71, TN=3004, FP=36, FN=81; precision=0.664, recall=0.467
accuracy: (test=0.963) average_precision: (test=0.541) balanced_accuracy: (test=0.728) f1: (test=0.548) roc_auc: (test=0.892) 1.32min
[fit 57/90] END min_samples_leaf=7, min_samples_split=4; total=3192, TP=74, TN=3003, FP=37, FN=78; precision=0.667, recall=0.487
accuracy: (test=0.964) average_precision: (test=0.539) balanced_accuracy: (test=0.737) f1: (test=0.563) roc_auc: (test=0.883) 1.31min
[fit 58/90] END min_samples_leaf=7, min_samples_split=5; total=3192, TP=73, TN=3002, FP=38, FN=79; precision=0.658, recall=0.480
accuracy: (test=0.963) average_precision: (test=0.533) balanced_accuracy: (test=0.734) f1: (test=0.555) roc_auc: (test=0.881) 1.32min
[fit 59/90] END min_samples_leaf=7, min_samples_split=6; total=3192, TP=73, TN=2999, FP=41, FN=79; precision=0.640, recall=0.480
accuracy: (test=0.962) average_precision: (test=0.539) balanced_accuracy: (test=0.733) f1: (test=0.549) roc_auc: (test=0.884) 1.31min
[fit 60/90] END min_samples_leaf=7, min_samples_split=7; total=3192, TP=69, TN=2999, FP=41, FN=83; precision=0.627, recall=0.454
accuracy: (test=0.961) average_precision: (test=0.536) balanced_accuracy: (test=0.720) f1: (test=0.527) roc_auc: (test=0.884) 1.32min
[fit 61/90] END min_samples_leaf=7, min_samples_split=8; total=3192, TP=75, TN=3005, FP=35, FN=77; precision=0.682, recall=0.493
accuracy: (test=0.965) average_precision: (test=0.538) balanced_accuracy: (test=0.741) f1: (test=0.573) roc_auc: (test=0.887) 1.31min
[fit 62/90] END min_samples_leaf=7, min_samples_split=9; total=3192, TP=71, TN=3004, FP=36, FN=81; precision=0.664, recall=0.467
accuracy: (test=0.963) average_precision: (test=0.536) balanced_accuracy: (test=0.728) f1: (test=0.548) roc_auc: (test=0.882) 1.33min
[fit 63/90] END min_samples_leaf=7, min_samples_split=10; total=3192, TP=73, TN=3002, FP=38, FN=79; precision=0.658, recall=0.480
accuracy: (test=0.963) average_precision: (test=0.534) balanced_accuracy: (test=0.734) f1: (test=0.555) roc_auc: (test=0.882) 1.31min
[fit 64/90] END min_samples_leaf=8, min_samples_split=2; total=3192, TP=74, TN=3002, FP=38, FN=78; precision=0.661, recall=0.487
accuracy: (test=0.964) average_precision: (test=0.533) balanced_accuracy: (test=0.737) f1: (test=0.561) roc_auc: (test=0.883) 1.30min
[fit 65/90] END min_samples_leaf=8, min_samples_split=3; total=3192, TP=70, TN=2998, FP=42, FN=82; precision=0.625, recall=0.461
accuracy: (test=0.961) average_precision: (test=0.530) balanced_accuracy: (test=0.723) f1: (test=0.530) roc_auc: (test=0.879) 1.30min
[fit 66/90] END min_samples_leaf=8, min_samples_split=4; total=3192, TP=71, TN=3005, FP=35, FN=81; precision=0.670, recall=0.467
accuracy: (test=0.964) average_precision: (test=0.530) balanced_accuracy: (test=0.728) f1: (test=0.550) roc_auc: (test=0.883) 1.30min
[fit 67/90] END min_samples_leaf=8, min_samples_split=5; total=3192, TP=74, TN=3001, FP=39, FN=78; precision=0.655, recall=0.487
accuracy: (test=0.963) average_precision: (test=0.532) balanced_accuracy: (test=0.737) f1: (test=0.558) roc_auc: (test=0.883) 1.30min
[fit 68/90] END min_samples_leaf=8, min_samples_split=6; total=3192, TP=76, TN=3001, FP=39, FN=76; precision=0.661, recall=0.500
accuracy: (test=0.964) average_precision: (test=0.527) balanced_accuracy: (test=0.744) f1: (test=0.569) roc_auc: (test=0.876) 1.30min
[fit 69/90] END min_samples_leaf=8, min_samples_split=7; total=3192, TP=71, TN=3001, FP=39, FN=81; precision=0.645, recall=0.467
accuracy: (test=0.962) average_precision: (test=0.529) balanced_accuracy: (test=0.727) f1: (test=0.542) roc_auc: (test=0.879) 1.31min
[fit 70/90] END min_samples_leaf=8, min_samples_split=8; total=3192, TP=71, TN=2997, FP=43, FN=81; precision=0.623, recall=0.467
accuracy: (test=0.961) average_precision: (test=0.532) balanced_accuracy: (test=0.726) f1: (test=0.534) roc_auc: (test=0.885) 1.40min
[fit 71/90] END min_samples_leaf=8, min_samples_split=9; total=3192, TP=72, TN=3002, FP=38, FN=80; precision=0.655, recall=0.474
accuracy: (test=0.963) average_precision: (test=0.529) balanced_accuracy: (test=0.731) f1: (test=0.550) roc_auc: (test=0.879) 1.58min
[fit 72/90] END min_samples_leaf=8, min_samples_split=10; total=3192, TP=71, TN=2997, FP=43, FN=81; precision=0.623, recall=0.467
accuracy: (test=0.961) average_precision: (test=0.529) balanced_accuracy: (test=0.726) f1: (test=0.534) roc_auc: (test=0.883) 1.56min
[fit 73/90] END min_samples_leaf=9, min_samples_split=2; total=3192, TP=73, TN=2997, FP=43, FN=79; precision=0.629, recall=0.480
accuracy: (test=0.962) average_precision: (test=0.529) balanced_accuracy: (test=0.733) f1: (test=0.545) roc_auc: (test=0.882) 1.58min
[fit 74/90] END min_samples_leaf=9, min_samples_split=3; total=3192, TP=71, TN=3000, FP=40, FN=81; precision=0.640, recall=0.467
accuracy: (test=0.962) average_precision: (test=0.531) balanced_accuracy: (test=0.727) f1: (test=0.540) roc_auc: (test=0.882) 1.56min
[fit 75/90] END min_samples_leaf=9, min_samples_split=4; total=3192, TP=72, TN=3003, FP=37, FN=80; precision=0.661, recall=0.474
accuracy: (test=0.963) average_precision: (test=0.524) balanced_accuracy: (test=0.731) f1: (test=0.552) roc_auc: (test=0.878) 1.58min
[fit 76/90] END min_samples_leaf=9, min_samples_split=5; total=3192, TP=74, TN=2999, FP=41, FN=78; precision=0.643, recall=0.487
accuracy: (test=0.963) average_precision: (test=0.532) balanced_accuracy: (test=0.737) f1: (test=0.554) roc_auc: (test=0.881) 1.57min
[fit 77/90] END min_samples_leaf=9, min_samples_split=6; total=3192, TP=71, TN=2997, FP=43, FN=81; precision=0.623, recall=0.467
accuracy: (test=0.961) average_precision: (test=0.520) balanced_accuracy: (test=0.726) f1: (test=0.534) roc_auc: (test=0.879) 1.57min
[fit 78/90] END min_samples_leaf=9, min_samples_split=7; total=3192, TP=71, TN=2996, FP=44, FN=81; precision=0.617, recall=0.467
accuracy: (test=0.961) average_precision: (test=0.523) balanced_accuracy: (test=0.726) f1: (test=0.532) roc_auc: (test=0.880) 1.55min
[fit 79/90] END min_samples_leaf=9, min_samples_split=8; total=3192, TP=76, TN=2998, FP=42, FN=76; precision=0.644, recall=0.500
accuracy: (test=0.963) average_precision: (test=0.531) balanced_accuracy: (test=0.743) f1: (test=0.563) roc_auc: (test=0.883) 1.58min
[fit 80/90] END min_samples_leaf=9, min_samples_split=9; total=3192, TP=74, TN=3000, FP=40, FN=78; precision=0.649, recall=0.487
accuracy: (test=0.963) average_precision: (test=0.524) balanced_accuracy: (test=0.737) f1: (test=0.556) roc_auc: (test=0.878) 1.57min
[fit 81/90] END min_samples_leaf=9, min_samples_split=10; total=3192, TP=74, TN=2999, FP=41, FN=78; precision=0.643, recall=0.487
accuracy: (test=0.963) average_precision: (test=0.524) balanced_accuracy: (test=0.737) f1: (test=0.554) roc_auc: (test=0.878) 1.55min
[fit 82/90] END min_samples_leaf=10, min_samples_split=2; total=3192, TP=72, TN=3003, FP=37, FN=80; precision=0.661, recall=0.474
accuracy: (test=0.963) average_precision: (test=0.525) balanced_accuracy: (test=0.731) f1: (test=0.552) roc_auc: (test=0.882) 1.54min
[fit 83/90] END min_samples_leaf=10, min_samples_split=3; total=3192, TP=73, TN=2995, FP=45, FN=79; precision=0.619, recall=0.480
accuracy: (test=0.961) average_precision: (test=0.515) balanced_accuracy: (test=0.733) f1: (test=0.541) roc_auc: (test=0.883) 1.56min
[fit 84/90] END min_samples_leaf=10, min_samples_split=4; total=3192, TP=71, TN=2993, FP=47, FN=81; precision=0.602, recall=0.467
accuracy: (test=0.960) average_precision: (test=0.523) balanced_accuracy: (test=0.726) f1: (test=0.526) roc_auc: (test=0.884) 1.54min
[fit 85/90] END min_samples_leaf=10, min_samples_split=5; total=3192, TP=72, TN=2996, FP=44, FN=80; precision=0.621, recall=0.474
accuracy: (test=0.961) average_precision: (test=0.517) balanced_accuracy: (test=0.730) f1: (test=0.537) roc_auc: (test=0.876) 1.55min
[fit 86/90] END min_samples_leaf=10, min_samples_split=6; total=3192, TP=74, TN=2999, FP=41, FN=78; precision=0.643, recall=0.487
accuracy: (test=0.963) average_precision: (test=0.519) balanced_accuracy: (test=0.737) f1: (test=0.554) roc_auc: (test=0.880) 1.56min
[fit 87/90] END min_samples_leaf=10, min_samples_split=7; total=3192, TP=73, TN=2999, FP=41, FN=79; precision=0.640, recall=0.480
accuracy: (test=0.962) average_precision: (test=0.519) balanced_accuracy: (test=0.733) f1: (test=0.549) roc_auc: (test=0.877) 1.55min
[fit 88/90] END min_samples_leaf=10, min_samples_split=8; total=3192, TP=74, TN=2995, FP=45, FN=78; precision=0.622, recall=0.487
accuracy: (test=0.961) average_precision: (test=0.525) balanced_accuracy: (test=0.736) f1: (test=0.546) roc_auc: (test=0.882) 1.52min
[fit 89/90] END min_samples_leaf=10, min_samples_split=9; total=3192, TP=72, TN=2994, FP=46, FN=80; precision=0.610, recall=0.474
accuracy: (test=0.961) average_precision: (test=0.519) balanced_accuracy: (test=0.729) f1: (test=0.533) roc_auc: (test=0.878) 1.55min
[fit 90/90] END min_samples_leaf=10, min_samples_split=10; total=3192, TP=73, TN=2997, FP=43, FN=79; precision=0.629, recall=0.480
accuracy: (test=0.962) average_precision: (test=0.521) balanced_accuracy: (test=0.733) f1: (test=0.545) roc_auc: (test=0.881) 1.56min
clf.best_estimator_params: {'min_samples_leaf': 2, 'min_samples_split': 7}
best params found in line [16] for metric [roc_auc] in rank file
best params found in fit [15] for metric [roc_auc] in run_and_score file
clf.best_scoring_result: [Total: (test=3192) TP: (test=67.000) TN: (test=3009.000) FP: (test=31.000) FN: (test=85.000) precision: (test=0.684) recall: (test=0.441) accuracy: (test=0.964) average_precision: (test=0.567) balanced_accuracy: (test=0.715) f1: (test=0.536) roc_auc: (test=0.903) ]
write rank test to csv!!!
../../ex/epivan/base/pseknc-new_rf_base/rank/HUVEC_pseknc-new_rf_base_rank_3_3070.csv write over!!!
第四次
{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 42, 'max_features': 'auto', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 2, 'min_samples_split': 7, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 310, 'n_jobs': 5, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}
Fitting, totalling 4 fits
[fit 1/4] END max_features=auto; total=3192, TP=65, TN=3012, FP=28, FN=87; precision=0.699, recall=0.428
accuracy: (test=0.964) average_precision: (test=0.559) balanced_accuracy: (test=0.709) f1: (test=0.531) roc_auc: (test=0.884) 1.75min
[fit 2/4] END max_features=sqrt; total=3192, TP=67, TN=3010, FP=30, FN=85; precision=0.691, recall=0.441
accuracy: (test=0.964) average_precision: (test=0.562) balanced_accuracy: (test=0.715) f1: (test=0.538) roc_auc: (test=0.892) 1.76min
[fit 3/4] END max_features=log2; total=3192, TP=63, TN=3016, FP=24, FN=89; precision=0.724, recall=0.414
accuracy: (test=0.965) average_precision: (test=0.557) balanced_accuracy: (test=0.703) f1: (test=0.527) roc_auc: (test=0.879) 43.91s
[fit 4/4] END max_features=None; total=3192, TP=71, TN=2984, FP=56, FN=81; precision=0.559, recall=0.467
accuracy: (test=0.957) average_precision: (test=0.515) balanced_accuracy: (test=0.724) f1: (test=0.509) roc_auc: (test=0.881) 48.28min
clf.best_estimator_params: {'max_features': 'sqrt'}
best params found in line [3] for metric [roc_auc] in rank file
best params found in fit [2] for metric [roc_auc] in run_and_score file
clf.best_scoring_result: [Total: (test=3192) TP: (test=67.000) TN: (test=3010.000) FP: (test=30.000) FN: (test=85.000) precision: (test=0.691) recall: (test=0.441) accuracy: (test=0.964) average_precision: (test=0.562) balanced_accuracy: (test=0.715) f1: (test=0.538) roc_auc: (test=0.892) ]
write rank test to csv!!!
../../ex/epivan/base/pseknc-new_rf_base/rank/HUVEC_pseknc-new_rf_base_rank_4_3070.csv write over!!!
total time spending: 7h 24m 6s
best_params_result: {'n_estimators': 310, 'max_depth': 42, 'min_samples_leaf': 2, 'min_samples_split': 7, 'max_features': 'sqrt'}
